subscriber,turbo,similarity,word_count,word_variety,emote_count,emote_variety,ban
1,0,0.0,1,1.0,0,1.0,0
1,0,0.2,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.8181818181818182,2,1.0,0,1.0,0
0,0,0.0,2,1.0,2,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,2,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.08695652173913043,2,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.5714285714285714,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,1,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,1,1.0,0
0,0,0.0,2,1.0,2,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,2,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.8571428571428571,9,0.8888888888888888,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.19047619047619047,2,1.0,0,1.0,0
1,0,0.8376068376068376,9,0.8888888888888888,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.8666666666666667,2,1.0,2,1.0,0
1,0,0.0,4,1.0,1,1.0,0
0,0,0.0,3,0.3333333333333333,3,0.3333333333333333,0
1,0,0.0,2,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.09523809523809523,1,1.0,0,1.0,0
1,0,0.0,8,1.0,0,1.0,0
0,1,0.0,6,1.0,0,1.0,0
0,0,0.08695652173913043,2,1.0,0,1.0,0
0,0,0.8,2,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,2,1.0,0
0,0,0.0,7,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
0,0,0.6956521739130435,2,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,2,1.0,2,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.3357664233576642,12,1.0,0,1.0,0
1,0,0.6666666666666666,2,1.0,0,1.0,0
0,0,0.23076923076923078,1,1.0,1,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.07407407407407407,1,1.0,0,1.0,0
0,0,0.0,4,1.0,0,1.0,0
0,0,0.0,2,1.0,2,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.6551724137931034,4,0.5,4,0.5,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.18181818181818182,2,1.0,0,1.0,0
0,0,0.47368421052631576,3,0.3333333333333333,0,1.0,0
0,0,0.0,4,1.0,3,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.40875912408759124,11,1.0,0,1.0,0
0,0,0.8181818181818182,2,1.0,2,1.0,0
1,0,0.3076923076923077,1,1.0,1,1.0,0
0,0,0.6428571428571429,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,5,0.2,5,0.2,0
1,0,0.4444444444444444,3,0.3333333333333333,0,1.0,0
1,0,0.2,1,1.0,0,1.0,0
0,0,0.01384083044982699,25,0.04,25,0.04,0
0,0,0.0,4,1.0,0,1.0,0
0,0,0.01384083044982699,25,0.04,25,0.04,1
0,0,0.01384083044982699,25,0.04,25,0.04,1
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
0,0,0.5217391304347826,3,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,1
0,0,0.0,2,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,1
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.9032258064516129,11,1.0,0,1.0,0
1,0,0.06060606060606061,2,1.0,0,1.0,0
0,0,0.5217391304347826,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,2,1.0,0,1.0,0
0,0,0.21052631578947367,1,1.0,0,1.0,0
1,0,0.0,4,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.23529411764705882,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.875,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.5,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,2,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
0,0,0.8181818181818182,2,1.0,2,1.0,0
0,0,0.0,2,1.0,2,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.13333333333333333,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.125,1,1.0,0,1.0,0
0,0,0.13333333333333333,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.1,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,4,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.19047619047619047,1,1.0,0,1.0,0
0,0,0.2,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.10526315789473684,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
1,0,0.3055555555555556,12,0.9166666666666666,1,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.23529411764705882,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.13333333333333333,1,1.0,0,1.0,0
0,0,0.08,1,1.0,0,1.0,0
1,0,0.13333333333333333,1,1.0,1,1.0,0
1,0,0.14814814814814814,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.19047619047619047,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.10526315789473684,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.5,2,1.0,0,1.0,0
1,0,0.13333333333333333,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.75,2,1.0,0,1.0,0
0,0,0.7142857142857143,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.10810810810810811,4,1.0,0,1.0,0
1,0,0.0,3,0.3333333333333333,3,0.3333333333333333,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.08333333333333333,1,1.0,0,1.0,0
0,0,0.18181818181818182,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.21052631578947367,1,1.0,0,1.0,0
0,0,0.12121212121212122,4,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.8571428571428571,2,1.0,0,1.0,0
1,0,0.14285714285714285,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.2,1,1.0,0,1.0,0
0,0,0.1,1,1.0,0,1.0,0
0,0,0.7142857142857143,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.48,4,1.0,0,1.0,0
1,0,0.0,2,1.0,0,1.0,0
0,0,0.21052631578947367,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
1,0,0.8333333333333334,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.13333333333333333,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.1,3,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,4,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.08,3,1.0,1,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,0.5,2,0.5,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.5714285714285714,1,1.0,0,1.0,0
0,0,1.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.631578947368421,3,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
1,0,0.46153846153846156,2,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,5,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,3,1.0,0,1.0,0
0,0,0.75,2,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.1111111111111111,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.13333333333333333,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,2,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
1,0,0.0,3,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.631578947368421,2,0.5,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.32098765432098764,3,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.1,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.0,6,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.64,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,1,1.0,0
0,0,0.2857142857142857,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
1,0,0.2,1,1.0,0,1.0,0
1,0,0.09523809523809523,3,1.0,0,1.0,0
0,0,0.0,14,0.14285714285714285,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.3333333333333333,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,1,0.0,1,1.0,0,1.0,0
0,0,0.2708333333333333,18,0.16666666666666666,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,1,0.0,3,1.0,0,1.0,0
1,0,0.1830065359477124,11,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.13333333333333333,2,1.0,1,1.0,0
1,0,0.15384615384615385,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,1,1.0,0
0,0,0.6956521739130435,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.15384615384615385,1,1.0,1,1.0,0
0,0,0.0,2,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
1,0,0.0,4,1.0,0,1.0,0
1,0,0.46153846153846156,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,5,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.8571428571428571,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.2,1,1.0,0,1.0,0
1,0,0.0,5,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.1111111111111111,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.3795620437956204,11,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,6,0.16666666666666666,0,1.0,0
0,0,0.11764705882352941,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.5454545454545454,3,1.0,1,1.0,0
1,0,0.0,4,1.0,0,1.0,0
0,1,0.25,3,0.3333333333333333,3,0.3333333333333333,0
0,0,0.7027027027027027,4,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.11764705882352941,3,1.0,0,1.0,0
0,0,0.14285714285714285,1,1.0,0,1.0,0
0,0,0.14285714285714285,1,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.14516129032258066,22,0.18181818181818182,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,0.3333333333333333,3,0.3333333333333333,0
1,0,0.047619047619047616,5,1.0,1,1.0,0
0,0,0.5263157894736842,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.9565217391304348,4,1.0,0,1.0,0
1,0,0.06896551724137931,4,1.0,0,1.0,0
0,0,0.8666666666666667,4,1.0,0,1.0,0
0,0,0.48717948717948717,2,0.5,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,1,0.0,8,1.0,0,1.0,0
0,0,0.17647058823529413,5,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.07042253521126761,1,1.0,1,1.0,0
1,0,0.0,1,1.0,0,1.0,0
0,0,0.26666666666666666,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.13333333333333333,1,1.0,1,1.0,0
0,0,0.21428571428571427,2,1.0,0,1.0,0
0,0,0.6666666666666666,3,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,1,0.0,2,1.0,0,1.0,0
1,0,0.06060606060606061,5,1.0,0,1.0,0
1,0,0.6,3,0.6666666666666666,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.7368421052631579,36,0.08333333333333333,0,1.0,0
0,0,0.0,10,1.0,1,1.0,0
0,0,0.7368421052631579,36,0.08333333333333333,0,1.0,1
0,0,0.0,12,0.25,0,1.0,0
0,0,0.7916666666666666,3,0.3333333333333333,0,1.0,0
1,0,0.0,2,1.0,0,1.0,0
0,0,0.7368421052631579,36,0.08333333333333333,0,1.0,1
0,0,0.26666666666666666,1,1.0,0,1.0,0
0,0,0.0,6,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.6086956521739131,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.37209302325581395,4,0.25,0,1.0,0
1,1,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,1,1.0,0
1,0,0.16,3,1.0,0,1.0,0
0,0,0.0,7,1.0,0,1.0,0
1,0,0.0,4,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.33962264150943394,10,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.20689655172413793,3,1.0,1,1.0,0
0,0,0.46153846153846156,3,1.0,0,1.0,0
0,0,0.0,2,1.0,1,1.0,0
1,0,0.36363636363636365,1,1.0,1,1.0,0
0,0,0.7878787878787878,4,0.75,0,1.0,0
0,0,0.08,4,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.6538461538461539,2,0.5,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
1,0,0.0,2,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.15384615384615385,2,1.0,0,1.0,0
0,0,0.4915254237288136,9,0.1111111111111111,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.4915254237288136,9,0.1111111111111111,0,1.0,1
1,0,0.0,2,1.0,0,1.0,0
0,0,0.0,6,1.0,0,1.0,0
0,0,0.4915254237288136,9,0.1111111111111111,0,1.0,1
1,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,1,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.0,2,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.0,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
0,0,0.0,1,1.0,0,1.0,0
0,0,0.05714285714285714,6,1.0,0,1.0,0
0,0,0.15384615384615385,1,1.0,0,1.0,0
1,0,0.0,1,1.0,1,1.0,0
1,0,0.11764705882352941,1,1.0,0,1.0,0
0,0,0.0,3,1.0,0,1.0,0
0,0,0.14285714285714285,1,1.0,0,1.0,0
0,0,0.1,8,0.25,8,0.25,0
0,0,0.19047619047619047,1,1.0,0,1.0,0
0,0,0.25,1,1.0,0,1.0,0
0,0,0.2,1,1.0,0,1.0,0
1,0,0.07692307692307693,2,1.0,1,1.0,0
0,0,0.6666666666666666,1,1.0,0,1.0,0
0,0,0.14285714285714285,1,1.0,0,1.0,0
